unique_id	token_id	sentence	maincorpus	subcorpus	year
1815	2	Själva campar de mest i husvagn , tält eller stuga .	bloggmix	BLOGGMIX1999	1999
1816	11	När jag idag surfade in på resesajten Reseaktuellt såg jag att de listat Topp 10 svenska resebloggar .	bloggmix	BLOGGMIX1999	1999
1817	7	Naturligtvis finns det sämre matställen , men de bra restaurangerna bräcker allt vi varit med om .	bloggmix	BLOGGMIX1999	1999
1818	2	Dessutom hade de med sig en liten present till oss i form av ett litet ” flytt-kit ” med tandborstar , plåster , bubbel och choklad ( som tog slut innan jag hann ta bilden … ) .	bloggmix	BLOGGMIX1999	1999
1819	0	De vet att vi ( läs : Peter ) har mycket på jobbet och tyckte att vi behövde slappna av och tänka på nåt annat .	bloggmix	BLOGGMIX1999	1999
1820	6	Nu har sajten MinTur äntligen korat dem : Sveriges 25 bästa resebloggar .	bloggmix	BLOGGMIX1999	1999
1821	2	Det är de tio säkraste städerna i världen enligt Mercer , som har rankat 221 städer utifrån internationell stabilitet , kriminalitet och polismaktens effektivitet .	bloggmix	BLOGGMIX1999	1999
1822	10	/ Helena Tillbaka på ” vår gata ” Utsikten mot de stora aquavillorna Utsikten in mot marinan Det mesta på plats i köket igen Utsikten mot Kungsholmen från köksfönstret Peters nya datorhörna Kvällens inflyttningsmiddag : grillad seabream ( guldsparid ) Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1823	0	De här campingarna hittar vi i Stockholm : Långholmens husbilscamping , Stockholm ( juni – augusti ) Östermalms citycamping , Stockholm ( juni – augusti ) Bredäng camping , Skärholmen ( april – oktober ) Sätra camping , Skärholmen ( juni – augusti ) Flaten camping , Skarpnäck ( året runt ) Ängby camping , Bromma ( året runt ) Solvalla citycamping , Sundbyberg ( året runt ) Rösjöbadens camping , Sollentuna ( året runt ) Camping Nygård , Täby ( året runt ) Så nu behöver vi er hjälp !	bloggmix	BLOGGMIX1999	1999
1824	1	Något de kallade “ Frefall Xtreme ” var en lufttrumma , ovanför vilken man helt enkelt kunde “ flyga fritt ” .	bloggmix	BLOGGMIX1999	1999
1825	3	Förut , när de matade dem oftare , brukade de till och med knacka på dörren med näbben , och sedan nafsa dem i byxbenen .	bloggmix	BLOGGMIX1999	1999
1826	5	Förut , när de matade dem oftare , brukade de till och med knacka på dörren med näbben , och sedan nafsa dem i byxbenen .	bloggmix	BLOGGMIX1999	1999
1827	9	Förut , när de matade dem oftare , brukade de till och med knacka på dörren med näbben , och sedan nafsa dem i byxbenen .	bloggmix	BLOGGMIX1999	1999
1828	22	Förut , när de matade dem oftare , brukade de till och med knacka på dörren med näbben , och sedan nafsa dem i byxbenen .	bloggmix	BLOGGMIX1999	1999
1829	3	Just nu är de i Bangkok , och du kan följa deras Jorden Runt resa på MC här .	bloggmix	BLOGGMIX1999	1999
1830	11	King , queen , twin , double … vad betyder alla de här benämningarna på sängar egentligen ?	bloggmix	BLOGGMIX1999	1999
1831	15	Eiffeltornet och Colosseum i all ära , men i efterhand är det kanske mötet med de trevliga människorna på det lokala caféet som man minns bäst .	bloggmix	BLOGGMIX1999	1999
1832	0	De driver restauranger , går kurser i papier maché , idkar knarkhandel och bestämmer vem som förtjänar att dö , på olika brutala vis .	bloggmix	BLOGGMIX1999	1999
1833	5	Meteorologiska upplevelser – Naturligtvis tipsar de om norrsken i Abisko , men jag skulle ännu hellre se regnbågen över Viktoriafallen Bli vältränad – Jag är inte sugen på Detox Retreat i Indonesien , och inte heller på åtta timmar yoga / meditation om dagen på Bahamas .. .	bloggmix	BLOGGMIX1999	1999
1834	0	De underjordiska salarna upptäcktes av några pojkar 1959 och sägs vara magnifika !	bloggmix	BLOGGMIX1999	1999
1835	11	I bästa fall kan det bli 15 grader i Stockholm påstår de .	bloggmix	BLOGGMIX1999	1999
1836	3	Den första av dem ( Stekkjastaur ) kommer idag , den 12 december .	bloggmix	BLOGGMIX1999	1999
1837	20	Vi har aldrig varit förtjusta i vitt ( även om vi vet att man SKA gilla vitt ) , så de vita väggarna försvinner .	bloggmix	BLOGGMIX1999	1999
1838	19	Många av er ( 58 procent ) firar jul hemma , och vi hoppas att både ni , och de som är ute i världen och snurrar , får en riktigt fin jul !	bloggmix	BLOGGMIX1999	1999
1839	19	Grottklostret Lavra i Kiev , Ukraina – Klostret är från 1000-talet , och här kan man bland annat besöka de underjordiska grottorna där munkar levde hela sina liv i sträng asketism .	bloggmix	BLOGGMIX1999	1999
1840	0	De har intervjuat 11 000 människor i Skandinavien och norra Europa , för att komma fram till hur vi ser på framtidens resor .	bloggmix	BLOGGMIX1999	1999
1841	8	Idag krävs byggnadslov om man ska bygga om dem utvändigt , men så har det knappast varit tidigare .	bloggmix	BLOGGMIX1999	1999
1842	56	Kom ihåg dekalen – Behövs på motorvägar i Schweiz , Slovenien , Slovakien , Tjeckien , Ungern och Österrike ( Slovenien : 2700 kr i böter ) Skippa “ hjälpmedel ” – Polisradio , laservarnare och radarvarnare är inte populärt ( Italien : 26 000 kr i böter ) Prata inte i mobil – Otillåtet i de flesta länder , och i Spanien får man inte ens hålla en läsk i handen … ( Spanien : 2700 kr i böter ) Kör inte med alkohol i kroppen – Det finns förstås fler anledningar till det än böterna ( Italien : 12 000 kr i böter ) Ta med alkomätare till Frankrike – Behövs enligt en ny lag ( Frankrike : 100 kr i böter ) Undvik Italiens förbjudna zoner – I vissa zoner får bara boende och nyttotrafik köra Spänn fast säkerhetsbältet – ( Grekland : 1100 kr i böter ) Dessutom måste man ha med varningstrianglar ( ibland två ) och extra glödlampor ( ! )	bloggmix	BLOGGMIX1999	1999
1843	8	Här är några rätter som vi ätit under de senaste två veckorna .	bloggmix	BLOGGMIX1999	1999
1844	11	Lustigt nog känns det ibland som att vi missar några av de där relativt närbelägna resmålen , även fast det är enkelt att resa dit !	bloggmix	BLOGGMIX1999	1999
1845	7	All personal dansade tillsammans med oss och de entusiastiska japanska gästerna .	bloggmix	BLOGGMIX1999	1999
1846	0	De nämner också den svenska maten , med råvaror som fisk och skaldjur , bär , örter och lokala ostar .	bloggmix	BLOGGMIX1999	1999
1847	0	De såg i alla fall ut att vara nöjda med tillvaron … / Helena Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1848	19	Vacker miljö med röd sammet , pool och gröna växter , och en fantastisk middag som inleddes med att de dukade fram bröd och massor av små skålar med olika röror och salsor .	bloggmix	BLOGGMIX1999	1999
1849	6	Jag vet inte så mycket om dem egentligen , men har hört att det är en amerikansk variant från 80-talet .	bloggmix	BLOGGMIX1999	1999
1850	10	Här kan du simma med delfiner , snorkla eller besöka de varma källorna i området .	bloggmix	BLOGGMIX1999	1999
1851	5	Ni som bekymrat er över de höga klackarna på mina finskor kan nu också pusta ut och se att jag inte alltid går i höga klackar … haha .	bloggmix	BLOGGMIX1999	1999
1852	14	Nu känns det som att den här awarden har cirklat runt bland många av de bloggar jag regelbundet följer .	bloggmix	BLOGGMIX1999	1999
1853	8	Intressant läsning som bland annat ger inblick i de våldsamma reformer som moderniserade landet … Huset vid floden Dvina av Eugenie Fraser – Om en uppväxt i Ryssland under tsartidens sista år , och om flykten till Skottland efter revolutionen .	bloggmix	BLOGGMIX1999	1999
1854	5	Första gången vi ringde var de obevekliga och tyckte att “ 45 kr är 45 kr och såna är reglerna ” .	bloggmix	BLOGGMIX1999	1999
1855	0	De skruvade fast solpanelerna och tätade med silikon .	bloggmix	BLOGGMIX1999	1999
1856	6	Nio husbilar stod redan parkerade vid de sex platserna !	bloggmix	BLOGGMIX1999	1999
1857	15	Vi behöver kanske inte nämna att prisskillnaden är avsevärd … Vi måste bestämma oss inom de närmaste dagarna .	bloggmix	BLOGGMIX1999	1999
1858	12	Ska vi bojkotta länder som inte har yttrandefrihet och som bryter mot de mänskliga rättigheterna ?	bloggmix	BLOGGMIX1999	1999
1859	37	För att tömma latrinen blir man ibland hänvisad till att lyfta på ett brunnslock … Säkerheten känns bra – Det finns alltid personal dygnet runt , och om man kommer in sent på kvällen / natten kollar de noga att man verkligen har något där att göra … Det är lätt att få plats – Vi bokade ingenting i förväg och hittade alltid campingar utan problem .	bloggmix	BLOGGMIX1999	1999
1860	12	Svensk camping har mer än 14 miljoner gästnätter per år , och de flesta campinggäster bor i husvagn eller stuga .	bloggmix	BLOGGMIX1999	1999
1861	22	Smögenkrabborna kostade nästan ingenting ( 30 kr för två stora ) och hade enorma klor , men kan inte jämföra sig med de irländska när det gäller smak och kvalitet .	bloggmix	BLOGGMIX1999	1999
1862	17	När Kibaki utropades som vinnare anades valfusk , och den ilska som väcktes ledde till våldsamheter mellan de olika stammarna .	bloggmix	BLOGGMIX1999	1999
1863	0	De skickade efter dyrbara saker och guvernanter från Frankrike , men fick inte ge sig av … Vi spenderade en natt vid Bajkalsjön , världens djupaste sjö .	bloggmix	BLOGGMIX1999	1999
1864	6	Tydligen är konceptet från början att de dels kan ligga i vatten , och dels kan köras på en stor trailer , och alltså fungera mer som en husvagn .	bloggmix	BLOGGMIX1999	1999
1865	9	Först ( 22-25 mars ) är det dags för de norska resebloggarna att utforska Marocko , och därefter är det dags för de svenska .	bloggmix	BLOGGMIX1999	1999
1866	22	Först ( 22-25 mars ) är det dags för de norska resebloggarna att utforska Marocko , och därefter är det dags för de svenska .	bloggmix	BLOGGMIX1999	1999
1867	22	Det var en fantastisk möjlighet att få uppleva Marocko på det här sättet , men också otroligt roligt och inspirerande att träffa de andra bloggarna !	bloggmix	BLOGGMIX1999	1999
1868	5	Bilden är lite intressant : de tre vise männen är på väg att checka in på campingen .	bloggmix	BLOGGMIX1999	1999
1869	5	Shoppinggatan var så lång att de faktiskt behövdes … 4 .	bloggmix	BLOGGMIX1999	1999
1870	11	Två nya aquavillor ( varav en som är större än alla de nuvarande ) kommer hit i vår , och inför det måste flera båtar / aquavillor flyttas för att göra plats .	bloggmix	BLOGGMIX1999	1999
1871	2	Tillhör du dem som konsekvent sparar till resor varje månad , eller sparar du mer målmedvetet när siktet är inställt på en speciell resa ?	bloggmix	BLOGGMIX1999	1999
1872	0	De böcker som berört mig mest är ofta de böcker som berättar historier om människor i ett annat land , i en annan tid .	bloggmix	BLOGGMIX1999	1999
1873	8	De böcker som berört mig mest är ofta de böcker som berättar historier om människor i ett annat land , i en annan tid .	bloggmix	BLOGGMIX1999	1999
1874	2	Några av de glada middagsgästerna : Joe , Peter och Anna Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1875	0	De flesta av Aftonbladets läsare tror att det största hotet mot mänskligheten är klimatförändringar , men 7,6 % ( just nu ) tror att det största hotet utgörs av utomjordingar … ?	bloggmix	BLOGGMIX1999	1999
1876	14	I en undersökning från Skyscanner har 700 flygvärdinnor och stewards fått svara på vad de hittat bland sätena när passagerarna har lämnat planet .	bloggmix	BLOGGMIX1999	1999
1877	3	Så nu planerar de antagligen att sno nya husbilar .	bloggmix	BLOGGMIX1999	1999
1878	0	De är rädda att de ska glömma något .	bloggmix	BLOGGMIX1999	1999
1879	4	De är rädda att de ska glömma något .	bloggmix	BLOGGMIX1999	1999
1880	0	De flesta människor vill inte passa råttor ( kan nån förklara varför ?	bloggmix	BLOGGMIX1999	1999
1881	3	Det roliga med de här kvällarna är att man lär sig lite mer om vin och mat från ett visst område , samtidigt som man äter och dricker gott , och har trevligt .	bloggmix	BLOGGMIX1999	1999
1882	12	Enligt ett pressmeddelande från SCR idag är vintercamping hetare än någonsin och de populäraste campingplatserna är snart fullbokade .	bloggmix	BLOGGMIX1999	1999
1883	6	Första minuten - Många vet vart de vill semestra och bokar sin resa långt i förväg .	bloggmix	BLOGGMIX1999	1999
1884	2	Nu har de köpt en katamaran , en Hobie Cat , som de vill transportera ner till Polen .	bloggmix	BLOGGMIX1999	1999
1885	12	Nu har de köpt en katamaran , en Hobie Cat , som de vill transportera ner till Polen .	bloggmix	BLOGGMIX1999	1999
1886	12	Mamman dog tidigt av cancer och två systrar dog av tuberkulos när de var barn .	bloggmix	BLOGGMIX1999	1999
1887	3	På vägarna i de österrikiska Alperna kunde vi förstås inte köra lika fort , men istället hade vi en fantastisk utsikt .	bloggmix	BLOGGMIX1999	1999
1888	2	Ja , de flesta husbilar har chassi och förarplats från Fiat , så det är inte så konstigt … Men i husbilsvärlden pratar man sällan om märket på chassit , utan mer om märket på bodelen .	bloggmix	BLOGGMIX1999	1999
1889	13	I boken får man följa tre kvinnor , den vita societetskvinnan Skeeter och de två svarta hembiträdena Aibileen och Minny , i den amerikanska södern på 60-talet .	bloggmix	BLOGGMIX1999	1999
1890	10	Och ändå hör man jämt svenskar klaga på hur fattiga de är och hur dåligt de har det … Gör vårt lilla test !	bloggmix	BLOGGMIX1999	1999
1891	15	Och ändå hör man jämt svenskar klaga på hur fattiga de är och hur dåligt de har det … Gör vårt lilla test !	bloggmix	BLOGGMIX1999	1999
1892	1	När de “ bara ” hade ett barn gjorde de en tripp genom 26 länder , från Kapstaden till Nordkap .	bloggmix	BLOGGMIX1999	1999
1893	9	När de “ bara ” hade ett barn gjorde de en tripp genom 26 länder , från Kapstaden till Nordkap .	bloggmix	BLOGGMIX1999	1999
1894	2	Hittills har de flesta stora campingar erbjudit Internet mot några euro per halvtimme eller timme .	bloggmix	BLOGGMIX1999	1999
1895	6	Dessa två nya är större än de gamla .	bloggmix	BLOGGMIX1999	1999
1896	10	Info om båda böckerna och fina , roliga bilder från dem hittar du här .	bloggmix	BLOGGMIX1999	1999
1897	15	Andra förslag är Vietnam ( om man vill ha riktig värme på vintern är det de södra delarna som gäller ) eller Zanzibar .	bloggmix	BLOGGMIX1999	1999
1898	3	Att komma åt de finaste stränderna var dock svårt .	bloggmix	BLOGGMIX1999	1999
1899	8	Det blir fint väder i helgen , påstår de … Och kanske blir det inte så många såna fler helger , innan den riktiga höstkylan sveper in … Så vad gör ni då ?	bloggmix	BLOGGMIX1999	1999
1900	22	Med mer än 120 miljoner aktiva spelare är fotboll världens största sport och framför allt i Europa är intresset stort , med de bästa ligorna i världen .	bloggmix	BLOGGMIX1999	1999
1901	0	De reser också med ryggsäck men hade kollat upp och bokat hotell för första natten .	bloggmix	BLOGGMIX1999	1999
1902	19	Allt som allt så har UNESCO listat 890 världsarv runt om i världen … Kanske att man skulle se de svenska världarven då ?	bloggmix	BLOGGMIX1999	1999
1903	83	/ Helena Chilenare – för många bra sidor för att räkna upp alla Tyskar – intelligenta och respektfulla turister som kan hantera sprit Amerikaner – proffs på att ge dricks Svenskar – artiga , jämnt solbrända och snygga i badkläder Japaner – deras passion för allt bevarar attraktioner som annars skulle försvinna Italienare – verkar alltid ha roligast Australiensare – har en smittande avslappnad inställning Kineser – beredda att äta vad som helst och har pengar att spendera Engelsmän – om du köper dem en öl är ni vänner för livet Kanadensare – har amerikanernas optimism , utan att ha deras högljuddhet Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1904	6	Man kan få skaldjuren serverade som de är eller tillagade i grytor , soppor , gratänger , pasta , crepes , sallader och mackor .	bloggmix	BLOGGMIX1999	1999
1905	2	Visst blev de fina ?	bloggmix	BLOGGMIX1999	1999
1906	4	Steg för steg tar de sig an det nya landet .	bloggmix	BLOGGMIX1999	1999
1907	8	Man får plats med stora husbilar – I de flesta fall är det nog inga problem alls , men i vissa fall kan det kanske vara trångt .	bloggmix	BLOGGMIX1999	1999
1908	2	Idag är de specialiserade på semesterkryssningar – allt från en-dags minisemestrar till jorden runt-kryssningar på över 100 dagar .	bloggmix	BLOGGMIX1999	1999
1909	0	De får jobb på varsin fabrik , de flyttar in i en liten etta med kokvrå , de lär sig språket , de får ett barn som de ger det svenskaste av alla namn : Göran .	bloggmix	BLOGGMIX1999	1999
1910	7	De får jobb på varsin fabrik , de flyttar in i en liten etta med kokvrå , de lär sig språket , de får ett barn som de ger det svenskaste av alla namn : Göran .	bloggmix	BLOGGMIX1999	1999
1911	17	De får jobb på varsin fabrik , de flyttar in i en liten etta med kokvrå , de lär sig språket , de får ett barn som de ger det svenskaste av alla namn : Göran .	bloggmix	BLOGGMIX1999	1999
1912	22	De får jobb på varsin fabrik , de flyttar in i en liten etta med kokvrå , de lär sig språket , de får ett barn som de ger det svenskaste av alla namn : Göran .	bloggmix	BLOGGMIX1999	1999
1913	27	De får jobb på varsin fabrik , de flyttar in i en liten etta med kokvrå , de lär sig språket , de får ett barn som de ger det svenskaste av alla namn : Göran .	bloggmix	BLOGGMIX1999	1999
1914	3	Till det behåller de sina flipflops eller tar på ett par 80-tals pumps .	bloggmix	BLOGGMIX1999	1999
1915	17	En bäck är kokhet medan en annan är iskall , kanske blir det perfekt att bada där de möts .	bloggmix	BLOGGMIX1999	1999
1916	11	Vilket landskap , vilka berg , vilka imponerande broar och tunnlar de byggt !	bloggmix	BLOGGMIX1999	1999
1917	14	Planera en resa på minst tre dagar för att åtminstone hinna med några av de hundra vinodlingarna i Sonoma Valley .	bloggmix	BLOGGMIX1999	1999
1918	12	Nu har vi hittat dit och spenderat en riktigt trevlig eftermiddag med dem .	bloggmix	BLOGGMIX1999	1999
1919	7	/ Helena Forsränning är nog en av de mest våghalsiga äventyren vi provat på under semestern .	bloggmix	BLOGGMIX1999	1999
1920	26	Vi hade tänkt att det skulle vara trevligt att få sola utan badkäderna för en gångs skull , och Ågesta naturistbad skulle visst vara ett av de bättre i Stockholm .	bloggmix	BLOGGMIX1999	1999
1921	15	Vad är det som gör att “ vi andra ” har haft svårt att acceptera dem ?	bloggmix	BLOGGMIX1999	1999
1922	3	Vi vill byta de fönster som går att byta medan båten ligger i vattnet , och vi vill börja riva insidan av ovanvåningen .	bloggmix	BLOGGMIX1999	1999
1923	4	På Nya Zeeland producerar de fantastiskt vitt vin .	bloggmix	BLOGGMIX1999	1999
1924	5	Vi har besökt ett av dem , Halong bay i Vietnam , och det är verkligen en vacker och fascinerande plats .	bloggmix	BLOGGMIX1999	1999
1925	2	Många av de båtar vi såg i Filippinerna såg mycket slitna ut ovanför ytan , och då kunde man ju bara gissa hur det såg ut undertill … Att ta upp en båt och ta hand om skrovet kostar förstås pengar , och det är inte svårt att förstå varför man skjuter på såna säkerhetsprocedurer i fattiga länder .	bloggmix	BLOGGMIX1999	1999
1926	14	Husbåten är full av verktyg , som bara väntar på att vi ska använda dem .	bloggmix	BLOGGMIX1999	1999
1927	14	Muren mot Östyskland fanns på den tiden och från vårt hotell kunde man se de beväpnade soldaterna som vaktade gränsen … Idag är det ju betydligt enklare att resa i de östra delarna av Europa !	bloggmix	BLOGGMIX1999	1999
1928	30	Muren mot Östyskland fanns på den tiden och från vårt hotell kunde man se de beväpnade soldaterna som vaktade gränsen … Idag är det ju betydligt enklare att resa i de östra delarna av Europa !	bloggmix	BLOGGMIX1999	1999
1929	1	När de körde upp på plattan där man kan tömma gråvattnet slog avgasröret i marken och lossade !	bloggmix	BLOGGMIX1999	1999
1930	10	Vi tycker att tipsen är bra och brukar faktiskt följa de flesta av dem .	bloggmix	BLOGGMIX1999	1999
1931	13	Vi tycker att tipsen är bra och brukar faktiskt följa de flesta av dem .	bloggmix	BLOGGMIX1999	1999
1932	7	Så vi tänkte att vi svarar på dem här också !	bloggmix	BLOGGMIX1999	1999
1933	5	December månads fråga visade att de flesta av er valde att fira en lugn jul hemma .	bloggmix	BLOGGMIX1999	1999
1934	0	De hade radat upp sig med ett 40-tal skåpbilar , med 6-10 personer i varje .	bloggmix	BLOGGMIX1999	1999
1935	2	Nu får de ligga där i till helgen .	bloggmix	BLOGGMIX1999	1999
1936	2	Sedan sitter de där ( särskilt killarna ) och dricker sprit , äter sushi och tittar på tjejerna på dansgolvet hela kvällen … Det är inte bara lyxmaten som är bra här i Ukraina .	bloggmix	BLOGGMIX1999	1999
1937	0	De hade faktiskt den här produkten , under förutsättning att man är skriven på båten .	bloggmix	BLOGGMIX1999	1999
1938	4	Håller ni med om de här överlevnadsreglerna ?	bloggmix	BLOGGMIX1999	1999
1939	7	Kvinnor utan barn vill resa mer än de som har barn .	bloggmix	BLOGGMIX1999	1999
1940	1	Vart de reser ?	bloggmix	BLOGGMIX1999	1999
1941	3	Men även för de länder som inte finns med på listan finns rekommendationer om saker man bör tänka på för sin egen säkerhet .	bloggmix	BLOGGMIX1999	1999
1942	0	De campingar vi tänkt besöka i Polen ligger i Gdansk , Sopot och Jastarnia Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1943	0	De tittade misstänksamt på kräftorna , men åt snällt när vi instruerade … Det blev en låång och trevlig kväll under markisen , medan regnet och åskan dundrade utanför .	bloggmix	BLOGGMIX1999	1999
1944	4	Man undrar ju om de vill ha några hotellgäster ? ?	bloggmix	BLOGGMIX1999	1999
1945	16	Tyvärr gick felet inte att reparera , men nu har vi äntligen köpt en ny till dem och installerat den .	bloggmix	BLOGGMIX1999	1999
1946	12	På bilderna kan ni se Peter som jobbar , och ett av de färdiga draperierna .	bloggmix	BLOGGMIX1999	1999
1947	8	LED-lampor är riktigt bra i en husbil eftersom de drar så lite ström .	bloggmix	BLOGGMIX1999	1999
1948	24	Så sedan låg både ägaren och Peter på rygg från varsitt håll under bilen för att lyckas hänga tillbaka det … Till slut fick de fast röret och kunde komma iväg .	bloggmix	BLOGGMIX1999	1999
1949	2	Dessutom verkar de ha bra priser för husbilar .	bloggmix	BLOGGMIX1999	1999
1950	14	Vi har dessutom skaffat fönster där träet är skyddat av aluminium , så att de ska hålla bättre för väder och vind .	bloggmix	BLOGGMIX1999	1999
1951	9	Peter har satt upp en vägg som delar av de två utrymmena och sett till att leda ventilation till båda “ rummen ” .	bloggmix	BLOGGMIX1999	1999
1952	12	Vi pratade med ett par vänner om att åka till Filippinerna eftersom de hade hört talas om några riktigt fina platser där , men nu har de hoppat av , så nu vet vi inte riktigt .	bloggmix	BLOGGMIX1999	1999
1953	26	Vi pratade med ett par vänner om att åka till Filippinerna eftersom de hade hört talas om några riktigt fina platser där , men nu har de hoppat av , så nu vet vi inte riktigt .	bloggmix	BLOGGMIX1999	1999
1954	9	Idag har vi växlat till oss lite kontanter i de aktuella valutorna .	bloggmix	BLOGGMIX1999	1999
1955	0	De skriver att glamping inte handlar om hårdföra överlevnadsprov , utan mer om att få vila , njuta och läka i naturen .	bloggmix	BLOGGMIX1999	1999
1956	7	Igår hämtade vi fönstren och tog ut dem till båten med hjälp av marinans små vagnar … / Helena Köksfönstret står nu framför entrén , redo att bli inmonterat På däck står en hela rad med ytterligare fönster … Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1957	2	Ibland har de valt mellan Norge och Europa och bestämt sig fem minuter innan avfärd … och då var det snöprognosen som fick styra .	bloggmix	BLOGGMIX1999	1999
1958	13	Lite lätt hysteriskt förstås , men kul att se vilka upplevelser och sevärdheter de har valt .	bloggmix	BLOGGMIX1999	1999
1959	16	Robin och Alexandra träffade vänner i färjekön , så det blev en trevlig kväll tillsammans med dem .	bloggmix	BLOGGMIX1999	1999
1960	21	Teresa Roberts sålde allt hon ägde för att bli professionell ” hussittare ” , och passa andras hus och husdjur medan de är borta .	bloggmix	BLOGGMIX1999	1999
1961	2	I bakgrunden de två stora tvillingtornen som omger Essingeleden , vid Hornsbergs strand .	bloggmix	BLOGGMIX1999	1999
1962	4	Men ett tält kunde de erbjuda !	bloggmix	BLOGGMIX1999	1999
1963	0	De har köpt en helt ny lägenhet som byggts under sommaren , och har inte ens själva sett den ännu .	bloggmix	BLOGGMIX1999	1999
1964	4	Alla lurar turister om de kan , gärna ordentligt .	bloggmix	BLOGGMIX1999	1999
1965	3	I Falun har de tydligen också ett alldeles eget parti … … och en väldigt rosa kyrka Tåget hem var försenat … men till slut kom det ju .	bloggmix	BLOGGMIX1999	1999
1966	28	Han menar att vi måste inse att det är farligt att leva och lära våra barn att hantera och värdera rimliga faror istället för att förbjuda situationer där de kan uppstå .	bloggmix	BLOGGMIX1999	1999
1967	18	Pilgrimsmusslor med lufttorkad skinka – Krydda pilgrimsmusslor med citronpeppar och havssalt och vrid en skiva lufttorkad skinka runt dem .	bloggmix	BLOGGMIX1999	1999
1968	2	Vi använder dem hela tiden .	bloggmix	BLOGGMIX1999	1999
1969	7	Många har omkommit , eller förlorat allt de äger , och först nu börjar hjälpen komma fram , enligt DN .	bloggmix	BLOGGMIX1999	1999
1970	10	SMHI har utfärdat en klass 2 varning i länet , de flesta flyg har ställts in och SL har på sin hemsida uppmanat kunderna att undvika att åka pendeltåg .	bloggmix	BLOGGMIX1999	1999
1971	0	De skriver : ” Tänk på att det inte längre är obligatoriskt med gasolkontroll när du besiktigar ditt fordon .	bloggmix	BLOGGMIX1999	1999
1972	15	I det här inlägget får du möta 12 norska resebloggare , som berättar om varför de ” elsker å reise ” .	bloggmix	BLOGGMIX1999	1999
1973	5	Har du någon favorit bland de vita vinerna ?	bloggmix	BLOGGMIX1999	1999
1974	12	Jag kan många gånger tycka att folk är alldeles för fega när de reser .	bloggmix	BLOGGMIX1999	1999
1975	6	Dödligheten var dubbelt så hög bland de som undvek sol jämfört med dem som var mest exponerade för sol .	bloggmix	BLOGGMIX1999	1999
1976	12	Dödligheten var dubbelt så hög bland de som undvek sol jämfört med dem som var mest exponerade för sol .	bloggmix	BLOGGMIX1999	1999
1977	10	( Ukrainarna firar jul den 7 januari , så för dem var det en vanlig dag igår . )	bloggmix	BLOGGMIX1999	1999
1978	4	Man kan prenumerera på de bloggar man gillar , organisera dem och ser när de uppdateras .	bloggmix	BLOGGMIX1999	1999
1979	10	Man kan prenumerera på de bloggar man gillar , organisera dem och ser när de uppdateras .	bloggmix	BLOGGMIX1999	1999
1980	14	Man kan prenumerera på de bloggar man gillar , organisera dem och ser när de uppdateras .	bloggmix	BLOGGMIX1999	1999
1981	0	De resor som jag i första hand minns , det är de som har förändrat mig .	bloggmix	BLOGGMIX1999	1999
1982	11	De resor som jag i första hand minns , det är de som har förändrat mig .	bloggmix	BLOGGMIX1999	1999
1983	36	Till awarden hör två uppgifter : Man ska tacka den personen man fått den av samt länka till den personen Man ska skicka den vidare till fem bloggar som har mindre än 200 följare och låta dem veta det genom att lämna en kommentar hos dem .	bloggmix	BLOGGMIX1999	1999
1984	45	Till awarden hör två uppgifter : Man ska tacka den personen man fått den av samt länka till den personen Man ska skicka den vidare till fem bloggar som har mindre än 200 följare och låta dem veta det genom att lämna en kommentar hos dem .	bloggmix	BLOGGMIX1999	1999
1985	3	Igår morse blev de båda upphämtade för möhippa respektive svensexa .	bloggmix	BLOGGMIX1999	1999
1986	8	Jag har nu läst massor av diskussioner kring de här frågorna på nätet , och jag förstår att vi inte är ensamma om problemet … Vår bil får totalt väga 3500 kg inkl. last och personer .	bloggmix	BLOGGMIX1999	1999
1987	3	Vi sov i de lakan som var minst blöta medan saker hängde på tork precis överallt … / Helena Blöta lakan på tork i husbilen … Spara / dela med dig	bloggmix	BLOGGMIX1999	1999
1988	9	Därefter blir man uppringd av Insplanet som undersöker om de kan hitta någon billigare försäkring än den man har idag .	bloggmix	BLOGGMIX1999	1999
1989	5	Det är i varje fall de som i störst utsträckning är medvetna om och erkänner sina försyndelser .	bloggmix	BLOGGMIX1999	1999
1990	17	Han säljer också foton och resereportage , och blir sponsrad av olika destinationer för att skriva om dem .	bloggmix	BLOGGMIX1999	1999
1991	8	Det var inte så mycket folk idag och de flesta trycker i skuggan under palmerna .	bloggmix	BLOGGMIX1999	1999
1992	11	Sammanlagt 15960 personer röstade , och nu kan man läsa om de vinnande destinationerna i det senaste numret av Aftonbladets resebilaga .	bloggmix	BLOGGMIX1999	1999
1993	7	Idag fick en liten båt problem när de skulle prova sitt ankare och det trasslade in sig i en massa rör … Vi ligger precis vid inloppet och det händer alltid nånting här .	bloggmix	BLOGGMIX1999	1999
1994	16	Det finns 14 st och vissa har man ju inte ens hört talas om … Är de värda att se innan man dör tro … ?	bloggmix	BLOGGMIX1999	1999
